customer_id,orders,total_spent,product_variety,avg_order_value,avg_days_between_orders,persona
15257,1,309.23,7,44.175714,0.0,
15258,2,606.46,32,17.837059,24.5,Regular Buyer
15260,7,1737.69,62,22.567403,38.8571,Occasional Buyer
15261,1,282.98,19,14.893684,0.0,
15262,1,171.75,10,17.175,0.0,
15263,1,156.51,12,13.0425,0.0,
15264,1,391.6,23,17.026087,0.0,
15265,2,1470.4,76,17.931707,42.0,Occasional Buyer
15266,1,115.76,6,19.293333,0.0,
15267,5,1927.2,8,175.2,32.0,Occasional Buyer
15269,1,421.68,2,210.84,0.0,
15270,7,2791.85,22,68.093902,42.1429,Occasional Buyer
15271,15,2460.12,184,8.97854,23.8667,Regular Buyer
15272,2,827.51,63,13.135079,14.5,Regular Buyer
15274,2,920.78,44,19.591064,7.0,Impulse Buyer
15275,1,748.62,41,18.259024,0.0,
15276,1,140.13,49,2.694808,0.0,
15277,1,248.7,12,20.725,0.0,
15279,1,379.11,19,19.953158,0.0,
15280,1,122.56,16,7.66,0.0,
15281,9,2558.97,121,18.409856,30.5556,Occasional Buyer
15286,1,237.05,3,79.016667,0.0,
15287,2,496.29,17,24.8145,24.0,Regular Buyer
15288,5,2378.96,80,27.033636,64.4,Occasional Buyer
15289,3,1175.46,43,20.266552,73.3333,Occasional Buyer
15290,18,7854.38,93,38.501863,19.7222,Regular Buyer
15291,15,5072.71,62,49.249612,23.2,Regular Buyer
15292,1,179.54,24,7.1816,0.0,
15296,6,3559.54,137,18.348144,46.0,Occasional Buyer
15297,3,621.42,30,15.933846,17.6667,Regular Buyer
15298,12,5430.64,115,28.284583,30.3333,Occasional Buyer
15299,7,4320.56,7,617.222857,43.5714,Occasional Buyer
15300,1,494.04,28,17.644286,0.0,
15301,12,5540.27,167,22.799465,26.5,Regular Buyer
15303,1,554.98,31,17.902581,0.0,
15304,8,636.8,8,27.686957,38.5,Occasional Buyer
15306,3,1150.75,57,19.840517,28.0,Regular Buyer
15307,1,198.9,12,16.575,0.0,
15308,1,301.37,19,15.861579,0.0,
15311,91,67325.84,567,28.300059,4.0989,Impulse Buyer
15312,4,894.91,42,19.040638,69.75,Occasional Buyer
15313,1,41.25,1,41.25,0.0,
15314,1,326.73,24,13.61375,0.0,
15315,2,987.38,35,26.685946,26.0,Regular Buyer
15316,1,195.0,1,195.0,0.0,
15318,1,918.74,33,27.840606,0.0,
15319,1,204.5,16,12.78125,0.0,
15320,1,400.69,36,11.130278,0.0,
15321,3,2740.13,83,28.843474,73.6667,Occasional Buyer
15322,1,696.6,42,16.585714,0.0,
15325,1,222.02,47,4.53102,0.0,
15326,1,297.13,29,10.245862,0.0,
15327,1,198.19,10,19.819,0.0,
15329,3,1009.94,51,17.718246,44.0,Occasional Buyer
15330,2,1282.8,10,98.676923,14.0,Regular Buyer
15332,4,1698.5,29,48.528571,0.75,Impulse Buyer
15333,1,1121.32,16,70.0825,0.0,
15334,3,376.76,67,3.805657,5.6667,Impulse Buyer
15335,1,171.02,34,4.750556,0.0,
15339,2,669.32,77,7.782791,126.0,Rare Buyer
15341,1,2168.8,17,127.576471,0.0,
15342,1,557.17,24,23.215417,0.0,
15343,1,345.7,21,16.461905,0.0,
15344,3,547.16,21,21.044615,24.6667,Regular Buyer
15345,1,380.6,20,19.03,0.0,
15346,1,250.32,17,14.724706,0.0,
15347,1,201.6,5,40.32,0.0,
15348,1,155.76,9,17.306667,0.0,
15349,2,485.64,65,6.745,14.5,Regular Buyer
15350,1,109.65,5,21.93,0.0,
15351,7,1934.51,157,8.597822,51.0,Occasional Buyer
15353,2,742.76,59,11.789841,56.5,Occasional Buyer
15355,2,270.75,9,19.339286,12.0,Regular Buyer
15356,10,2789.07,215,5.373931,33.7,Occasional Buyer
15358,22,8203.96,292,14.88922,16.4091,Regular Buyer
15360,1,400.33,13,30.794615,0.0,
15361,1,455.4,7,65.057143,0.0,
15363,1,326.0,16,20.375,0.0,
15364,2,954.95,29,32.92931,79.5,Occasional Buyer
15365,7,2274.26,65,19.949649,41.4286,Occasional Buyer
15366,2,598.91,37,13.611591,141.5,Rare Buyer
15367,4,1848.3,91,19.455789,54.5,Occasional Buyer
15368,1,522.18,4,130.545,0.0,
15370,7,2498.76,65,26.582553,41.7143,Occasional Buyer
15372,1,2282.8,27,84.548148,0.0,
15373,12,2331.27,74,17.661136,30.25,Occasional Buyer
15374,1,162.9,3,54.3,0.0,
15376,3,1213.12,100,10.368547,60.6667,Occasional Buyer
15379,7,3735.24,145,19.253814,27.0,Regular Buyer
15380,5,1972.06,22,54.779444,71.4,Occasional Buyer
15381,2,613.65,8,76.70625,27.5,Regular Buyer
15382,6,5717.15,193,18.93096,46.8333,Occasional Buyer
15384,2,630.51,34,15.378293,95.0,Rare Buyer
15385,1,307.04,12,25.586667,0.0,
15386,1,554.4,31,17.883871,0.0,
15388,1,138.98,10,13.898,0.0,
15389,1,780.0,1,780.0,0.0,
15392,4,1745.35,74,20.777976,89.0,Occasional Buyer
15393,2,228.14,10,19.011667,132.5,Rare Buyer
15394,4,2086.82,54,24.550824,87.25,Occasional Buyer
15395,1,107.45,7,15.35,0.0,
15396,1,282.18,14,20.155714,0.0,
15397,1,94.0,6,15.666667,0.0,
15398,2,1303.45,60,17.855479,31.0,Occasional Buyer
15399,3,1119.89,45,22.3978,26.0,Regular Buyer
15400,5,864.1,10,72.008333,37.2,Occasional Buyer
15402,2,575.67,35,13.706429,24.0,Regular Buyer
15405,1,394.34,8,49.2925,0.0,
15406,2,546.34,51,10.308302,135.0,Rare Buyer
15407,4,1062.28,142,6.943007,68.0,Occasional Buyer
15408,1,255.5,34,7.514706,0.0,
15410,8,3392.5,48,27.807377,22.125,Regular Buyer
15411,4,1332.21,86,13.456667,39.0,Occasional Buyer
15412,1,212.05,10,21.205,0.0,
15414,3,805.42,37,20.651795,77.6667,Occasional Buyer
15415,1,567.05,46,11.813542,0.0,
15416,4,3917.11,165,20.401615,54.5,Occasional Buyer
15417,1,495.4,28,17.692857,0.0,
15419,1,133.32,8,16.665,0.0,
15421,4,926.26,40,17.476604,63.0,Occasional Buyer
15422,2,97.7,6,16.283333,0.0,
15423,1,49.5,2,24.75,0.0,
15424,2,756.3,17,44.488235,0.0,
15426,5,1549.2,217,5.305479,70.0,Occasional Buyer
15427,3,1647.08,233,5.382614,4.6667,Impulse Buyer
15428,1,143.7,6,23.95,0.0,
15429,2,421.25,77,5.137195,24.5,Regular Buyer
15432,1,168.79,10,16.879,0.0,
15433,2,551.38,40,13.448293,27.0,Regular Buyer
15434,5,989.2,40,17.985455,38.4,Occasional Buyer
15435,1,150.39,29,5.185862,0.0,
15436,3,1151.39,243,3.499666,74.0,Occasional Buyer
15437,1,198.52,44,4.411556,0.0,
15438,1,176.87,25,7.0748,0.0,
15440,3,375.12,50,6.050323,51.3333,Occasional Buyer
15442,1,633.0,2,316.5,0.0,
15443,7,3183.92,237,8.334869,45.5714,Occasional Buyer
15444,2,1575.01,191,7.191826,15.5,Regular Buyer
15445,1,107.5,5,21.5,0.0,
15447,1,135.25,9,15.027778,0.0,
15448,1,484.32,28,17.297143,0.0,
15449,3,990.2,47,16.503333,78.3333,Occasional Buyer
15450,1,512.84,30,17.094667,0.0,
15452,3,532.57,47,9.182241,78.3333,Occasional Buyer
15453,7,1492.9,169,5.21993,26.5714,Regular Buyer
15454,1,177.6,23,7.104,0.0,
15456,3,680.03,48,11.333833,25.3333,Regular Buyer
15457,1,236.21,56,4.072586,0.0,
15458,1,403.8,7,57.685714,0.0,
15460,1,211.22,53,3.641724,0.0,
15462,3,234.6,9,21.327273,31.0,Occasional Buyer
15463,1,119.18,7,17.025714,0.0,
15464,1,1018.51,155,6.487325,0.0,
15465,18,7456.18,43,76.867835,19.4444,Regular Buyer
15466,1,353.31,56,6.198421,0.0,
15467,3,487.86,41,9.381923,47.6667,Occasional Buyer
15468,2,442.35,24,18.43125,0.0,
15469,2,536.55,24,22.35625,35.0,Occasional Buyer
15471,1,549.69,67,7.138831,0.0,
15472,1,368.86,76,4.853421,0.0,
15473,7,1816.0,4,165.090909,6.5714,Impulse Buyer
15475,1,445.15,29,15.35,0.0,
15478,2,1465.76,34,31.864348,8.0,Regular Buyer
15480,1,857.52,45,19.056,0.0,
15482,12,18527.07,46,189.051735,28.5833,Regular Buyer
15483,4,246.04,74,2.795909,26.25,Regular Buyer
15484,4,3624.4,135,19.278723,19.25,Regular Buyer
15485,3,2542.44,59,29.563256,114.3333,Rare Buyer
15488,1,105.0,2,52.5,0.0,
15489,3,1117.6,47,22.352,63.0,Occasional Buyer
15491,6,3118.37,108,20.249156,23.3333,Regular Buyer
15492,2,657.42,32,18.783429,23.0,Regular Buyer
15493,5,1990.73,177,6.702795,47.6,Occasional Buyer
15494,2,1285.23,120,10.28184,50.0,Occasional Buyer
15497,2,1695.16,13,113.010667,151.0,Rare Buyer
15498,27,13495.78,360,26.358945,13.4815,Regular Buyer
15500,4,1113.98,64,16.382059,18.25,Regular Buyer
15502,12,7299.75,164,34.271127,29.5,Regular Buyer
15503,1,145.33,66,2.076143,0.0,
15504,1,83.9,13,6.453846,0.0,
15505,5,5789.12,90,59.681649,20.6,Regular Buyer
15506,3,979.95,121,5.975305,38.6667,Occasional Buyer
15507,1,488.8,41,10.626087,0.0,
15508,6,1079.59,78,11.734674,7.6667,Regular Buyer
15510,1,590.0,1,590.0,0.0,
15511,5,976.27,117,6.101688,14.8,Regular Buyer
15512,2,121.0,7,17.285714,102.0,Rare Buyer
15513,19,15587.36,183,50.608312,17.8947,Regular Buyer
15514,11,4274.25,96,24.01264,32.0,Occasional Buyer
15516,3,69.89,15,4.659333,0.6667,Impulse Buyer
15517,1,282.63,27,10.467778,0.0,
15518,8,1898.6,135,8.871963,33.5,Occasional Buyer
15520,1,395.46,18,21.97,0.0,
15521,8,3333.0,116,18.016216,26.75,Regular Buyer
15522,2,424.02,47,7.438947,27.5,Regular Buyer
15523,1,489.05,10,48.905,0.0,
15524,1,500.0,1,500.0,0.0,
15525,3,905.58,133,5.087528,123.6667,Rare Buyer
15526,2,146.9,4,36.725,0.0,
15527,8,2390.86,127,14.667853,42.0,Occasional Buyer
15528,1,228.41,26,8.785,0.0,
15529,11,3974.24,415,5.914048,31.2727,Occasional Buyer
15530,4,1459.57,90,13.514537,56.25,Occasional Buyer
15531,2,2106.66,196,9.239737,11.0,Regular Buyer
15532,4,1617.12,205,6.316875,83.25,Occasional Buyer
15533,3,817.33,73,9.847349,23.3333,Regular Buyer
15535,4,590.27,55,7.870267,38.5,Occasional Buyer
15537,1,110.99,24,4.624583,0.0,
15539,1,543.52,41,13.256585,0.0,
15540,1,342.82,15,22.854667,0.0,
15541,1,88.42,29,3.048966,0.0,
15543,1,124.06,26,4.430714,0.0,
15544,9,3482.07,122,13.444286,40.3333,Occasional Buyer
15545,2,287.31,78,3.547037,158.5,Rare Buyer
15547,14,5649.36,441,8.047521,25.3571,Regular Buyer
15549,3,1715.72,104,14.919304,79.6667,Occasional Buyer
15550,4,575.41,43,9.432951,74.25,Occasional Buyer
15551,1,517.86,29,17.857241,0.0,
15552,1,97.47,17,5.733529,0.0,
15553,1,447.23,51,7.98625,0.0,
15554,1,215.2,14,15.371429,0.0,
15555,16,5275.0,401,5.867631,22.3125,Regular Buyer
15556,1,284.37,31,9.173226,0.0,
15557,1,572.29,16,28.6145,0.0,
15561,4,796.59,27,29.503333,51.0,Occasional Buyer
15562,1,134.55,1,134.55,0.0,
15563,4,1458.09,88,12.903451,84.0,Occasional Buyer
15565,2,159.6,8,19.95,10.0,Regular Buyer
15567,1,214.81,7,30.687143,0.0,
15568,3,746.88,27,14.092075,23.6667,Regular Buyer
15569,5,2183.33,27,70.43,45.8,Occasional Buyer
15570,12,4200.64,231,13.005077,30.1667,Occasional Buyer
15571,4,657.4,47,11.533333,16.75,Regular Buyer
15572,7,2532.03,166,11.776884,39.1429,Occasional Buyer
15573,2,656.61,88,6.313558,27.0,Regular Buyer
15574,4,685.52,131,4.080476,48.75,Occasional Buyer
15576,1,919.73,43,20.438444,0.0,
15577,3,256.79,39,6.584359,51.3333,Occasional Buyer
15578,1,125.3,13,9.638462,0.0,
15579,2,345.96,45,6.783529,122.5,Rare Buyer
15581,13,721.87,134,4.844765,18.9231,Regular Buyer
15582,3,665.39,39,15.1225,65.3333,Occasional Buyer
15584,4,717.68,89,5.834797,34.75,Occasional Buyer
15585,1,460.34,31,14.849677,0.0,
15587,4,902.88,3,100.32,75.25,Occasional Buyer
15589,3,460.05,28,15.863793,18.3333,Regular Buyer
15592,1,392.34,24,16.3475,0.0,
15593,1,218.88,5,43.776,0.0,
15594,5,1732.06,85,16.816117,43.8,Occasional Buyer
15596,5,1383.31,51,17.965065,53.0,Occasional Buyer
15597,1,375.69,22,17.076818,0.0,
15598,1,248.34,14,17.738571,0.0,
15599,2,987.38,50,18.988077,89.0,Occasional Buyer
15601,14,7629.96,230,18.609659,25.7857,Regular Buyer
15602,9,1460.85,30,31.757609,40.0,Occasional Buyer
15603,1,94.56,2,47.28,0.0,
15604,1,198.93,17,11.701765,0.0,
15605,5,1165.01,61,17.388209,67.4,Occasional Buyer
15606,9,3154.94,48,40.973247,29.2222,Regular Buyer
15607,1,178.26,13,13.712308,0.0,
15608,4,1070.74,59,17.845667,23.0,Regular Buyer
15609,1,293.98,16,18.37375,0.0,
15610,1,104.46,6,17.41,0.0,
15611,13,1630.21,23,37.91186,25.0,Regular Buyer
15612,2,187.41,4,31.235,12.5,Regular Buyer
15615,23,10300.9,184,24.352009,15.1739,Regular Buyer
15618,4,758.85,39,16.863333,26.0,Regular Buyer
15619,1,366.6,3,122.2,0.0,
15620,3,1510.32,92,15.1032,100.6667,Rare Buyer
15621,4,1422.35,11,88.896875,4.25,Impulse Buyer
15622,9,3619.88,169,19.566919,26.5556,Regular Buyer
15623,1,296.23,19,15.591053,0.0,
15624,4,674.53,26,19.839118,35.0,Occasional Buyer
15625,4,1514.16,44,23.65875,33.0,Occasional Buyer
15626,2,1044.34,49,21.313061,127.5,Rare Buyer
15628,9,2815.7,85,18.165806,40.2222,Occasional Buyer
15630,2,1275.25,57,21.254167,79.5,Occasional Buyer
15632,8,3477.7,107,20.824551,32.375,Occasional Buyer
15634,1,239.83,15,15.988667,0.0,
15636,2,637.58,20,25.5032,96.5,Rare Buyer
15637,1,259.86,15,17.324,0.0,
15639,1,418.52,25,16.7408,0.0,
15640,15,12699.18,240,26.237975,24.5333,Regular Buyer
15641,4,2196.42,102,18.457311,63.5,Occasional Buyer
15643,3,645.0,31,19.545455,30.3333,Occasional Buyer
15644,4,998.62,166,4.195882,23.75,Regular Buyer
15645,1,620.46,50,11.931923,0.0,
15646,3,432.46,35,12.356,71.6667,Occasional Buyer
15648,2,632.75,23,25.31,31.5,Occasional Buyer
15649,2,733.44,1,366.72,15.5,Regular Buyer
15651,3,663.02,27,20.719375,74.6667,Occasional Buyer
15652,1,356.82,21,16.991429,0.0,
15653,2,1027.2,4,171.2,11.5,Regular Buyer
15654,2,927.12,15,44.148571,8.5,Regular Buyer
15655,1,544.27,34,16.007941,0.0,
15656,4,762.86,46,16.231064,59.75,Occasional Buyer
15657,1,30.0,1,30.0,0.0,
15658,5,981.98,40,20.457917,36.4,Occasional Buyer
15659,1,294.45,11,26.768182,0.0,
15660,9,1616.52,55,17.961333,37.7778,Occasional Buyer
15661,2,309.8,4,61.96,10.5,Regular Buyer
15663,1,163.88,9,18.208889,0.0,
15664,1,401.56,17,23.621176,0.0,
15665,2,2288.59,92,19.729224,37.5,Occasional Buyer
15667,1,314.52,13,24.193846,0.0,
15668,1,90.0,1,90.0,0.0,
15669,4,762.9,31,23.118182,55.75,Occasional Buyer
15670,1,171.85,12,14.320833,0.0,
15671,7,3004.69,52,38.521667,36.0,Occasional Buyer
15673,4,2838.99,107,18.316065,59.75,Occasional Buyer
15674,5,2056.68,88,18.041053,36.2,Occasional Buyer
15675,3,497.17,20,23.674762,66.3333,Occasional Buyer
15676,3,3635.04,191,17.995248,88.3333,Occasional Buyer
15677,1,640.07,33,19.396061,0.0,
15678,1,332.2,12,27.683333,0.0,
15679,4,1131.47,98,10.286091,39.5,Occasional Buyer
15680,3,1414.26,61,18.131538,119.0,Rare Buyer
15681,5,1418.64,32,26.766792,51.0,Occasional Buyer
15683,1,186.85,10,18.685,0.0,
15687,9,2896.9,119,17.451205,35.7778,Occasional Buyer
15689,2,262.62,8,29.18,121.0,Rare Buyer
15690,2,431.52,19,22.711579,48.0,Occasional Buyer
15691,1,136.8,2,68.4,0.0,
15692,1,208.68,12,17.39,0.0,
15694,14,6711.98,42,86.051026,26.5714,Regular Buyer
15695,2,404.58,22,18.39,0.0,
15696,8,2703.14,140,15.807836,36.625,Occasional Buyer
15699,1,330.33,18,18.351667,0.0,
15700,2,693.27,85,8.061279,0.5,Impulse Buyer
15701,4,1866.51,193,7.87557,27.0,Regular Buyer
15703,1,211.5,5,42.3,0.0,
15704,4,2237.84,79,19.126838,18.75,Regular Buyer
15705,1,143.1,6,23.85,0.0,
15706,4,1025.66,50,18.648364,13.25,Regular Buyer
15707,4,917.46,126,4.287196,12.75,Regular Buyer
15708,7,3177.95,124,11.034549,47.0,Occasional Buyer
15709,1,144.65,6,24.108333,0.0,
15712,5,1062.52,41,20.047547,55.6,Occasional Buyer
15713,2,340.5,18,17.921053,111.5,Rare Buyer
15714,2,350.53,34,10.015143,33.0,Occasional Buyer
15716,4,1106.87,101,9.380254,56.0,Occasional Buyer
15717,1,121.38,7,17.34,0.0,
15719,13,5572.21,299,5.946862,23.4615,Regular Buyer
15720,1,620.26,128,4.845781,0.0,
15721,1,604.21,80,6.63967,0.0,
15722,5,2575.64,45,37.328116,51.0,Occasional Buyer
15723,1,197.05,37,4.806098,0.0,
15724,2,211.2,11,19.2,41.5,Occasional Buyer
15725,1,416.83,32,13.025938,0.0,
15727,7,5711.25,213,18.911424,49.0,Occasional Buyer
15729,1,85.0,5,17.0,0.0,
15730,3,1110.08,68,15.858286,47.0,Occasional Buyer
15732,2,292.52,13,20.894286,80.0,Occasional Buyer
15733,1,159.9,10,15.99,0.0,
15734,2,1416.25,25,54.471154,43.0,Occasional Buyer
15737,8,1412.02,60,19.611389,28.5,Regular Buyer
15738,16,4787.42,46,27.672948,22.125,Regular Buyer
15739,1,480.2,8,60.025,0.0,
15740,1,251.6,9,27.955556,0.0,
15743,4,753.92,59,8.567273,42.0,Occasional Buyer
15744,1,102.0,3,34.0,0.0,
15745,4,1071.79,57,17.286935,54.25,Occasional Buyer
15746,1,311.4,28,11.121429,0.0,
15747,3,960.33,52,10.326129,53.3333,Occasional Buyer
15748,1,145.46,19,6.926667,0.0,
15749,3,51407.4,5,5140.74,32.3333,Occasional Buyer
15750,8,2621.57,214,8.947338,45.5,Occasional Buyer
15752,7,2668.43,236,6.49253,47.5714,Occasional Buyer
15753,1,93.6,1,93.6,0.0,
15754,3,453.53,24,16.1975,65.0,Occasional Buyer
15755,6,2440.25,127,17.306738,47.3333,Occasional Buyer
15756,4,568.86,160,2.962813,47.0,Occasional Buyer
15757,2,697.72,43,15.504889,76.0,Occasional Buyer
15758,1,188.41,9,20.934444,0.0,
15759,3,276.24,5,39.462857,46.6667,Occasional Buyer
15762,2,566.71,37,15.316486,6.0,Impulse Buyer
15763,2,1046.06,58,17.148525,23.0,Regular Buyer
15764,6,3239.75,150,17.998611,31.3333,Occasional Buyer
15766,1,343.86,11,31.26,0.0,
15768,3,968.49,23,35.87,36.6667,Occasional Buyer
15769,26,62322.1,26,479.400769,14.0,Regular Buyer
15773,1,776.98,10,77.698,0.0,
15774,1,262.0,25,10.48,0.0,
15775,1,102.5,7,14.642857,0.0,
15776,1,277.42,18,15.412222,0.0,
15777,4,1144.55,18,54.502381,30.0,Regular Buyer
15780,3,446.9,26,15.410345,58.0,Occasional Buyer
15781,3,371.5,20,18.575,93.3333,Rare Buyer
15782,3,2645.36,34,61.52,26.6667,Regular Buyer
15783,1,290.46,14,20.747143,0.0,
15785,5,2378.81,58,28.660361,52.6,Occasional Buyer
15786,3,4801.88,257,17.984569,22.6667,Regular Buyer
15787,3,974.78,156,4.731942,11.6667,Regular Buyer
15789,1,760.14,25,30.4056,0.0,
15790,1,251.8,34,7.194286,0.0,
15791,2,1538.29,66,20.510533,80.5,Occasional Buyer
15793,3,1034.73,6,86.2275,84.6667,Occasional Buyer
15795,1,864.41,42,20.58119,0.0,
15796,8,2626.29,70,19.746541,37.625,Occasional Buyer
15797,4,2526.85,8,315.85625,51.5,Occasional Buyer
15799,3,1260.01,94,12.857245,86.3333,Occasional Buyer
15800,2,708.89,116,5.957059,69.5,Occasional Buyer
15801,3,1169.05,61,18.266406,21.0,Regular Buyer
15802,1,1.25,1,1.25,0.0,
15803,1,428.54,8,53.5675,0.0,
15804,13,4629.41,170,17.669504,15.2308,Regular Buyer
15805,17,5628.84,220,18.700465,20.0588,Regular Buyer
15806,3,808.08,24,26.067097,76.6667,Occasional Buyer
15807,3,877.46,48,18.280417,9.0,Regular Buyer
15808,4,3636.94,142,17.485288,15.75,Regular Buyer
15809,5,617.73,31,17.649429,53.2,Occasional Buyer
15810,4,1371.28,66,15.40764,54.5,Occasional Buyer
15811,6,2418.99,117,18.187895,57.1667,Occasional Buyer
15812,5,2056.8,36,50.165854,42.0,Occasional Buyer
15813,2,1374.11,40,34.35275,16.0,Regular Buyer
15814,4,2116.81,63,29.400139,8.5,Regular Buyer
15815,5,2218.0,33,45.265306,39.2,Occasional Buyer
15819,4,1869.63,96,15.200244,56.75,Occasional Buyer
15820,1,202.9,17,11.935294,0.0,
15821,2,554.58,57,8.944839,8.5,Regular Buyer
15822,2,867.29,28,26.281515,178.0,Rare Buyer
15823,1,15.0,1,15.0,0.0,
15825,1,927.5,20,46.375,0.0,
15826,3,1587.43,64,23.344559,51.3333,Occasional Buyer
15827,14,1769.09,72,15.383391,21.3571,Regular Buyer
15829,2,1163.1,44,22.805882,20.5,Regular Buyer
15830,1,540.24,39,13.852308,0.0,
15831,3,1365.18,63,20.076176,88.6667,Occasional Buyer
15832,1,861.65,54,15.956481,0.0,
15834,4,2437.47,242,8.928462,51.75,Occasional Buyer
15835,4,1015.15,47,20.303,71.5,Occasional Buyer
15836,1,131.37,10,13.137,0.0,
15837,1,400.38,24,16.6825,0.0,
15838,19,36268.82,54,217.178563,18.7368,Regular Buyer
15839,3,1091.51,56,17.605,38.3333,Occasional Buyer
15840,2,382.32,26,14.16,57.0,Occasional Buyer
15841,4,1831.62,36,38.970638,66.5,Occasional Buyer
15843,1,117.15,8,14.64375,0.0,
15844,1,142.62,11,12.965455,0.0,
15845,8,3650.89,97,26.455725,40.0,Occasional Buyer
15847,2,376.31,22,17.105,125.0,Rare Buyer
15850,2,245.25,87,2.528351,74.5,Occasional Buyer
15852,2,162.05,22,7.365909,5.5,Impulse Buyer
15853,1,110.41,29,3.680333,0.0,
15854,12,3037.88,105,21.699143,29.75,Regular Buyer
15855,5,706.14,59,8.82675,25.4,Regular Buyer
15856,27,17213.99,295,26.688357,13.3704,Regular Buyer
15857,1,297.0,14,21.214286,0.0,
15858,5,1419.46,145,7.431728,70.4,Occasional Buyer
15860,8,1015.29,105,7.14993,41.0,Occasional Buyer
15861,8,3292.34,339,6.029927,31.875,Occasional Buyer
15862,4,894.32,142,6.08381,91.25,Rare Buyer
15863,2,66.63,18,3.701667,83.5,Occasional Buyer
15864,6,2155.52,16,107.776,49.0,Occasional Buyer
15865,3,871.12,37,21.778,57.6667,Occasional Buyer
15866,1,218.68,43,4.859556,0.0,
15867,15,3808.32,302,8.260998,24.2667,Regular Buyer
15869,2,150.42,13,10.028,0.0,
15870,1,345.52,68,4.546316,0.0,
15872,2,371.8,101,2.904688,0.0,
15874,7,4525.25,110,37.710417,31.5714,Occasional Buyer
15877,2,494.23,122,3.83124,8.0,Regular Buyer
15880,1,336.47,95,3.204476,0.0,
15881,5,573.99,26,19.792759,10.4,Regular Buyer
15882,4,507.4,23,22.06087,42.5,Occasional Buyer
15883,2,499.16,42,10.186939,15.5,Regular Buyer
15885,3,355.52,18,19.751111,72.3333,Occasional Buyer
15886,1,171.35,12,14.279167,0.0,
15888,1,158.89,11,13.240833,0.0,
15889,2,422.92,79,4.547527,106.5,Rare Buyer
15891,1,514.11,60,8.292097,0.0,
15894,2,261.17,35,6.37,58.0,Occasional Buyer
15895,1,194.65,11,17.695455,0.0,
15897,2,243.13,17,10.130417,0.0,
15898,5,1374.41,70,15.981512,73.4,Occasional Buyer
15899,1,56.25,4,14.0625,0.0,
15900,1,388.89,44,7.625294,0.0,
15901,3,452.86,102,3.903966,46.0,Occasional Buyer
15903,7,5328.14,46,72.001892,40.8571,Occasional Buyer
15904,1,162.33,30,5.411,0.0,
15906,7,1520.77,113,10.138467,33.7143,Occasional Buyer
15907,3,1214.62,175,4.877992,69.0,Occasional Buyer
15909,1,211.14,7,30.162857,0.0,
15910,8,1306.62,215,4.893708,39.5,Occasional Buyer
15912,2,262.62,19,13.822105,27.5,Regular Buyer
15916,8,1722.03,124,11.109871,43.75,Occasional Buyer
15917,1,151.0,12,12.583333,0.0,
15918,2,332.83,33,8.32075,40.5,Occasional Buyer
15919,2,644.83,103,4.509301,174.5,Rare Buyer
15920,4,173.29,53,2.888167,0.0,
15921,1,359.08,24,14.3632,0.0,
15922,1,365.9,11,33.263636,0.0,
15923,1,124.21,21,5.914762,0.0,
15925,1,199.05,12,16.5875,0.0,
15930,1,401.87,21,19.136667,0.0,
15932,8,4065.03,93,35.348087,35.625,Occasional Buyer
15933,3,1248.16,63,16.867027,21.6667,Regular Buyer
15935,2,109.29,12,9.1075,1.0,Impulse Buyer
15937,1,138.27,7,19.752857,0.0,
15938,5,391.86,13,21.77,42.2,Occasional Buyer
15939,15,6700.13,28,88.159605,16.1333,Regular Buyer
15940,1,35.8,1,35.8,0.0,
15942,1,323.64,14,23.117143,0.0,
15944,1,321.5,6,53.583333,0.0,
15945,1,227.8,2,113.9,0.0,
15947,1,1727.3,29,59.562069,0.0,
15948,2,932.02,51,15.533667,17.5,Regular Buyer
15949,2,359.92,12,18.943158,27.5,Regular Buyer
15950,4,1692.82,86,17.273673,82.0,Occasional Buyer
15951,2,679.27,36,16.567561,138.5,Rare Buyer
15952,4,847.69,65,9.315275,48.0,Occasional Buyer
15953,8,1665.48,63,16.994694,44.25,Occasional Buyer
15955,14,4512.24,137,24.657049,24.8571,Regular Buyer
15957,1,413.89,40,9.854524,0.0,
15958,1,143.55,7,20.507143,0.0,
15963,2,759.28,26,27.117143,13.0,Regular Buyer
15965,4,812.41,88,6.659098,87.5,Occasional Buyer
15967,2,421.75,73,5.020833,147.5,Rare Buyer
15969,3,706.3,20,35.315,61.0,Occasional Buyer
15970,1,294.9,11,26.809091,0.0,
15971,12,4063.2,10,116.091429,24.5,Regular Buyer
15973,1,353.9,4,88.475,0.0,
15974,7,3624.1,141,20.591477,35.5714,Occasional Buyer
15975,1,344.73,24,14.36375,0.0,
15976,2,460.2,83,4.695918,27.5,Regular Buyer
15977,2,1835.97,48,28.245692,11.0,Regular Buyer
15978,1,1063.14,49,21.696735,0.0,
15980,3,2553.62,40,59.386512,55.3333,Occasional Buyer
15981,8,3601.8,53,37.131959,35.875,Occasional Buyer
15983,4,1470.42,82,13.012566,87.75,Occasional Buyer
15984,10,3116.9,217,11.544074,36.6,Occasional Buyer
15985,2,1174.68,29,31.748108,56.5,Occasional Buyer
15986,1,262.36,14,18.74,0.0,
15987,7,2839.34,110,20.281,50.8571,Occasional Buyer
15988,1,183.19,26,6.784815,0.0,
15990,2,776.13,52,14.925577,121.5,Rare Buyer
15992,1,41.99,3,13.996667,0.0,
15993,7,3369.11,335,6.10346,5.1429,Impulse Buyer
