customer_id,name,total_spent,segment
14532,Unknown,932.85,Mid Value
14533,Unknown,1949.72,High Value
14534,Unknown,4447.05,High Value
14535,Unknown,2864.19,High Value
14536,Unknown,171.8,Low Value
14537,Unknown,355.56,Low Value
14538,Unknown,388.25,Low Value
14539,Unknown,537.48,Mid Value
14540,Unknown,996.26,Mid Value
14541,Unknown,1461.65,High Value
14542,Unknown,103.25,Low Value
14543,Unknown,3630.33,High Value
14544,Unknown,2024.45,High Value
14546,Unknown,2578.09,High Value
14547,Unknown,4007.54,High Value
14548,Unknown,652.8,Mid Value
14549,Unknown,289.24,Low Value
14550,Unknown,765.62,Mid Value
14551,Unknown,186.23,Low Value
14552,Unknown,165.07,Low Value
14553,Unknown,859.27,Mid Value
14554,Unknown,2381.04,High Value
14555,Unknown,324.14,Low Value
14557,Unknown,788.38,Mid Value
14560,Unknown,2237.77,High Value
14561,Unknown,1080.76,Mid Value
14562,Unknown,5074.77,High Value
14565,Unknown,3099.12,High Value
14566,Unknown,1432.0,High Value
14567,Unknown,1530.36,High Value
14569,Unknown,227.39,Low Value
14570,Unknown,218.06,Low Value
14572,Unknown,2832.84,High Value
14573,Unknown,1653.42,High Value
14576,Unknown,35.4,Low Value
14577,Unknown,859.71,Mid Value
14578,Unknown,168.63,Low Value
14581,Unknown,138.6,Low Value
14582,Unknown,114.11,Low Value
14583,Unknown,1052.55,Mid Value
14584,Unknown,1042.26,Mid Value
14585,Unknown,157.05,Low Value
14586,Unknown,237.36,Low Value
14587,Unknown,1601.14,High Value
14589,Unknown,39.75,Low Value
14591,Unknown,1447.14,High Value
14592,Unknown,570.46,Mid Value
14593,Unknown,617.99,Mid Value
14594,Unknown,379.83,Low Value
14595,Unknown,1740.6,High Value
14597,Unknown,883.15,Mid Value
14598,Unknown,221.97,Low Value
14600,Unknown,393.33,Mid Value
14601,Unknown,213.96,Low Value
14603,Unknown,660.0,Mid Value
14606,Unknown,12156.65,High Value
14607,Unknown,16569.5,High Value
14608,Unknown,1785.15,High Value
14609,Unknown,601.56,Mid Value
14616,Unknown,406.08,Mid Value
14618,Unknown,553.44,Mid Value
14619,Unknown,394.44,Mid Value
14620,Unknown,412.78,Mid Value
14621,Unknown,1788.36,High Value
14622,Unknown,320.58,Low Value
14623,Unknown,889.25,Mid Value
14624,Unknown,225.85,Low Value
14625,Unknown,899.63,Mid Value
14626,Unknown,2791.27,High Value
14628,Unknown,671.96,Mid Value
14629,Unknown,959.01,Mid Value
14631,Unknown,1006.98,Mid Value
14632,Unknown,114.56,Low Value
14633,Unknown,344.9,Low Value
14636,Unknown,609.85,Mid Value
14638,Unknown,443.6,Mid Value
14639,Unknown,2984.49,High Value
14640,Unknown,2125.08,High Value
14641,Unknown,110.46,Low Value
14642,Unknown,96.12,Low Value
14643,Unknown,693.81,Mid Value
14644,Unknown,830.76,Mid Value
14645,Unknown,597.09,Mid Value
14646,Unknown,280206.02,High Value
14647,Unknown,243.22,Low Value
14649,Unknown,1417.29,High Value
14651,Unknown,654.6,Mid Value
14652,Unknown,114.18,Low Value
14653,Unknown,1947.55,High Value
14655,Unknown,1932.23,High Value
14656,Unknown,291.05,Low Value
14657,Unknown,848.22,Mid Value
14658,Unknown,247.15,Low Value
14659,Unknown,2529.93,High Value
14660,Unknown,285.74,Low Value
14661,Unknown,107.95,Low Value
14662,Unknown,771.17,Mid Value
14664,Unknown,637.89,Mid Value
14665,Unknown,1835.7,High Value
14666,Unknown,195.25,Low Value
14667,Unknown,9241.2,High Value
14669,Unknown,1269.99,High Value
14670,Unknown,411.53,Mid Value
14672,Unknown,765.55,Mid Value
14673,Unknown,1736.4,High Value
14675,Unknown,604.75,Mid Value
14676,Unknown,2548.24,High Value
14680,Unknown,28754.11,High Value
14681,Unknown,498.95,Mid Value
14682,Unknown,52.0,Low Value
14684,Unknown,1236.28,High Value
14687,Unknown,628.38,Mid Value
14688,Unknown,5630.87,High Value
14689,Unknown,112.8,Low Value
14690,Unknown,371.7,Low Value
14691,Unknown,2114.33,High Value
14692,Unknown,591.55,Mid Value
14693,Unknown,172.9,Low Value
14696,Unknown,2078.95,High Value
14697,Unknown,188.61,Low Value
14698,Unknown,1250.76,High Value
14699,Unknown,109.13,Low Value
14700,Unknown,2235.3,High Value
14701,Unknown,2549.37,High Value
14702,Unknown,3292.14,High Value
14703,Unknown,318.17,Low Value
14704,Unknown,1546.91,High Value
14705,Unknown,179.0,Low Value
14708,Unknown,1126.37,Mid Value
14709,Unknown,4921.04,High Value
14710,Unknown,606.13,Mid Value
14711,Unknown,2868.8,High Value
14712,Unknown,917.07,Mid Value
14713,Unknown,2666.36,High Value
14714,Unknown,160.19,Low Value
14715,Unknown,867.38,Mid Value
14716,Unknown,329.68,Low Value
14719,Unknown,1602.13,High Value
14720,Unknown,663.81,Mid Value
14722,Unknown,187.92,Low Value
14723,Unknown,1158.3,Mid Value
14725,Unknown,718.08,Mid Value
14727,Unknown,268.58,Low Value
14729,Unknown,313.49,Low Value
14730,Unknown,2005.06,High Value
14731,Unknown,380.02,Low Value
14732,Unknown,2702.49,High Value
14733,Unknown,9585.91,High Value
14735,Unknown,6065.69,High Value
14737,Unknown,1164.55,Mid Value
14738,Unknown,1314.45,High Value
14739,Unknown,3902.28,High Value
14740,Unknown,1448.21,High Value
14741,Unknown,1400.34,High Value
14744,Unknown,1099.98,Mid Value
14745,Unknown,1220.26,High Value
14747,Unknown,328.2,Low Value
14748,Unknown,1415.75,High Value
14752,Unknown,389.64,Mid Value
14753,Unknown,563.15,Mid Value
14754,Unknown,638.05,Mid Value
14755,Unknown,5010.28,High Value
14756,Unknown,738.96,Mid Value
14757,Unknown,420.5,Mid Value
14758,Unknown,1484.06,High Value
14759,Unknown,1625.97,High Value
14760,Unknown,89.2,Low Value
14761,Unknown,255.9,Low Value
14762,Unknown,300.52,Low Value
14764,Unknown,278.3,Low Value
14765,Unknown,254.11,Low Value
14766,Unknown,2473.37,High Value
14768,Unknown,192.6,Low Value
14769,Unknown,10674.75,High Value
14770,Unknown,876.42,Mid Value
14772,Unknown,139.26,Low Value
14775,Unknown,1011.9,Mid Value
14776,Unknown,2538.3,High Value
14778,Unknown,730.86,Mid Value
14779,Unknown,386.15,Low Value
14780,Unknown,447.68,Mid Value
14782,Unknown,200.1,Low Value
14784,Unknown,289.99,Low Value
14785,Unknown,77.4,Low Value
14788,Unknown,679.44,Mid Value
14789,Unknown,197.64,Low Value
14790,Unknown,745.06,Mid Value
14792,Unknown,6.2,Low Value
14793,Unknown,228.99,Low Value
14794,Unknown,1319.91,High Value
14795,Unknown,131.45,Low Value
14796,Unknown,8022.49,High Value
14798,Unknown,173.74,Low Value
14799,Unknown,157.7,Low Value
14800,Unknown,4339.74,High Value
14801,Unknown,193.14,Low Value
14803,Unknown,845.55,Mid Value
14804,Unknown,353.27,Low Value
14805,Unknown,554.65,Mid Value
14806,Unknown,193.39,Low Value
14808,Unknown,2741.17,High Value
14810,Unknown,2087.88,High Value
14813,Unknown,155.43,Low Value
14815,Unknown,778.5,Mid Value
14816,Unknown,271.85,Low Value
14817,Unknown,1110.34,Mid Value
14818,Unknown,657.8,Mid Value
14819,Unknown,272.07,Low Value
14820,Unknown,507.29,Mid Value
14821,Unknown,48.8,Low Value
14823,Unknown,321.43,Low Value
14824,Unknown,1127.71,Mid Value
14825,Unknown,2226.91,High Value
14828,Unknown,2139.76,High Value
14829,Unknown,697.55,Mid Value
14830,Unknown,197.13,Low Value
14834,Unknown,1720.3,High Value
14836,Unknown,102.45,Low Value
14837,Unknown,1649.5,High Value
14840,Unknown,62.85,Low Value
14841,Unknown,3295.76,High Value
14842,Unknown,2824.69,High Value
14844,Unknown,3189.81,High Value
14847,Unknown,309.4,Low Value
14849,Unknown,7930.54,High Value
14850,Unknown,325.75,Low Value
14851,Unknown,511.35,Mid Value
14852,Unknown,2836.69,High Value
14853,Unknown,475.8,Mid Value
14854,Unknown,2759.83,High Value
14855,Unknown,645.65,Mid Value
14856,Unknown,1311.38,High Value
14857,Unknown,1173.12,Mid Value
14859,Unknown,1353.74,High Value
14860,Unknown,170.32,Low Value
14861,Unknown,125.79,Low Value
14862,Unknown,841.2,Mid Value
14863,Unknown,266.76,Low Value
14865,Unknown,52.2,Low Value
14866,Unknown,14389.9,High Value
14867,Unknown,710.28,Mid Value
14868,Unknown,2953.59,High Value
14869,Unknown,725.7,Mid Value
14870,Unknown,327.25,Low Value
14871,Unknown,522.38,Mid Value
14873,Unknown,519.68,Mid Value
14875,Unknown,1465.32,High Value
14878,Unknown,1485.54,High Value
14880,Unknown,706.19,Mid Value
14881,Unknown,255.4,Low Value
14882,Unknown,589.7,Mid Value
14883,Unknown,761.59,Mid Value
14885,Unknown,765.32,Mid Value
14886,Unknown,364.8,Low Value
14887,Unknown,1862.0,High Value
14888,Unknown,369.2,Low Value
14889,Unknown,135.9,Low Value
14890,Unknown,125.65,Low Value
14891,Unknown,554.38,Mid Value
14893,Unknown,1237.85,High Value
14894,Unknown,655.75,Mid Value
14895,Unknown,11138.71,High Value
14896,Unknown,468.77,Mid Value
14897,Unknown,1366.38,High Value
14898,Unknown,1303.52,High Value
14901,Unknown,1421.29,High Value
14902,Unknown,332.66,Low Value
14903,Unknown,2810.63,High Value
14904,Unknown,1025.44,Mid Value
14905,Unknown,616.15,Mid Value
14907,Unknown,3501.1,High Value
14908,Unknown,277.8,Low Value
14910,Unknown,434.35,Mid Value
14911,Unknown,143825.06,High Value
14912,Unknown,867.85,Mid Value
14913,Unknown,1227.43,High Value
14915,Unknown,307.48,Low Value
14916,Unknown,1268.98,High Value
14918,Unknown,1610.15,High Value
14920,Unknown,977.77,Mid Value
14921,Unknown,1316.07,High Value
14923,Unknown,749.1,Mid Value
14924,Unknown,310.05,Low Value
14929,Unknown,223.88,Low Value
14930,Unknown,2372.86,High Value
14931,Unknown,1257.68,High Value
14932,Unknown,363.53,Low Value
14934,Unknown,1890.94,High Value
14935,Unknown,1784.71,High Value
14936,Unknown,8137.02,High Value
14937,Unknown,1621.88,High Value
14944,Unknown,5900.25,High Value
14946,Unknown,100.9,Low Value
14947,Unknown,290.82,Low Value
14948,Unknown,1101.97,Mid Value
14950,Unknown,371.2,Low Value
14951,Unknown,311.69,Low Value
14952,Unknown,8099.49,High Value
14953,Unknown,289.82,Low Value
14954,Unknown,336.17,Low Value
14957,Unknown,58.49,Low Value
14958,Unknown,499.68,Mid Value
14959,Unknown,695.42,Mid Value
14960,Unknown,221.27,Low Value
14961,Unknown,7044.68,High Value
14962,Unknown,126.7,Low Value
14963,Unknown,1487.8,High Value
14964,Unknown,206.21,Low Value
14965,Unknown,599.0,Mid Value
14966,Unknown,191.32,Low Value
14967,Unknown,463.8,Mid Value
14968,Unknown,147.59,Low Value
14970,Unknown,1592.06,High Value
14971,Unknown,1116.57,Mid Value
14972,Unknown,114.77,Low Value
14973,Unknown,1314.45,High Value
14974,Unknown,114.39,Low Value
14975,Unknown,279.94,Low Value
14976,Unknown,790.86,Mid Value
14978,Unknown,1931.42,High Value
14981,Unknown,102.12,Low Value
14984,Unknown,213.27,Low Value
14985,Unknown,296.75,Low Value
14987,Unknown,326.4,Low Value
14988,Unknown,334.54,Low Value
14995,Unknown,233.23,Low Value
14997,Unknown,546.2,Mid Value
14998,Unknown,429.87,Mid Value
15000,Unknown,490.52,Mid Value
15002,Unknown,1641.76,High Value
15004,Unknown,1246.32,High Value
15005,Unknown,6316.57,High Value
15006,Unknown,502.09,Mid Value
15007,Unknown,156.91,Low Value
15009,Unknown,1261.78,High Value
15010,Unknown,308.94,Low Value
15012,Unknown,423.04,Mid Value
15014,Unknown,260.17,Low Value
15016,Unknown,170.04,Low Value
15017,Unknown,125.58,Low Value
15018,Unknown,496.21,Mid Value
15019,Unknown,266.0,Low Value
15021,Unknown,1914.82,High Value
15022,Unknown,905.04,Mid Value
15023,Unknown,6802.76,High Value
15024,Unknown,1661.33,High Value
15025,Unknown,377.01,Low Value
15026,Unknown,469.0,Mid Value
15027,Unknown,1066.15,Mid Value
15028,Unknown,627.13,Mid Value
15030,Unknown,518.28,Mid Value
15031,Unknown,668.14,Mid Value
15032,Unknown,4959.1,High Value
15033,Unknown,2586.67,High Value
15034,Unknown,4308.61,High Value
15035,Unknown,252.73,Low Value
15036,Unknown,465.55,Mid Value
15038,Unknown,705.49,Mid Value
15039,Unknown,19914.44,High Value
15041,Unknown,180.35,Low Value
15042,Unknown,135.93,Low Value
15043,Unknown,537.0,Mid Value
15044,Unknown,7700.23,High Value
15045,Unknown,735.66,Mid Value
15046,Unknown,5213.77,High Value
15047,Unknown,343.62,Low Value
15048,Unknown,384.05,Low Value
15049,Unknown,121.17,Low Value
15050,Unknown,1782.09,High Value
15051,Unknown,1391.61,High Value
15052,Unknown,215.78,Low Value
15053,Unknown,697.79,Mid Value
15054,Unknown,302.1,Low Value
15057,Unknown,1489.5,High Value
15058,Unknown,2124.99,High Value
15059,Unknown,1337.72,High Value
15060,Unknown,303.09,Low Value
15061,Unknown,54534.14,High Value
15062,Unknown,987.86,Mid Value
15063,Unknown,370.8,Low Value
15065,Unknown,3158.13,High Value
15066,Unknown,893.59,Mid Value
15067,Unknown,1744.76,High Value
15068,Unknown,553.36,Mid Value
15069,Unknown,1109.53,Mid Value
15070,Unknown,106.2,Low Value
15071,Unknown,982.07,Mid Value
15073,Unknown,1043.41,Mid Value
15074,Unknown,748.87,Mid Value
15075,Unknown,773.03,Mid Value
15076,Unknown,880.85,Mid Value
15078,Unknown,9743.11,High Value
15079,Unknown,895.61,Mid Value
15081,Unknown,504.8,Mid Value
15083,Unknown,88.2,Low Value
15087,Unknown,306.94,Low Value
15088,Unknown,1160.07,Mid Value
15089,Unknown,2420.84,High Value
15090,Unknown,381.32,Low Value
15091,Unknown,480.71,Mid Value
15092,Unknown,457.81,Mid Value
15093,Unknown,4597.02,High Value
15095,Unknown,1370.6,High Value
15096,Unknown,219.39,Low Value
15097,Unknown,248.08,Low Value
15098,Unknown,39916.5,High Value
15099,Unknown,410.48,Mid Value
15100,Unknown,876.0,Mid Value
15101,Unknown,317.53,Low Value
15103,Unknown,703.36,Mid Value
15104,Unknown,1027.44,Mid Value
15105,Unknown,2298.93,High Value
15106,Unknown,1422.52,High Value
15107,Unknown,319.5,Low Value
15108,Unknown,1300.25,High Value
15109,Unknown,484.95,Mid Value
15110,Unknown,996.1,Mid Value
15111,Unknown,1567.48,High Value
15113,Unknown,3609.33,High Value
15114,Unknown,2760.56,High Value
15115,Unknown,340.11,Low Value
15116,Unknown,1352.75,High Value
15117,Unknown,1551.78,High Value
15118,Unknown,244.8,Low Value
15119,Unknown,266.4,Low Value
15120,Unknown,358.82,Low Value
15121,Unknown,457.72,Mid Value
15122,Unknown,1633.78,High Value
15123,Unknown,2199.31,High Value
15124,Unknown,184.19,Low Value
15125,Unknown,11528.48,High Value
15127,Unknown,406.53,Mid Value
15128,Unknown,1471.0,High Value
15129,Unknown,3447.4,High Value
15130,Unknown,330.11,Low Value
15132,Unknown,977.93,Mid Value
15133,Unknown,982.42,Mid Value
15134,Unknown,1387.99,High Value
15135,Unknown,139.05,Low Value
15136,Unknown,1286.7,High Value
15139,Unknown,178.96,Low Value
15140,Unknown,2354.25,High Value
15142,Unknown,498.74,Mid Value
15143,Unknown,259.45,Low Value
15144,Unknown,6580.44,High Value
15145,Unknown,1194.73,Mid Value
15146,Unknown,1327.16,High Value
15147,Unknown,623.5,Mid Value
15148,Unknown,301.29,Low Value
15149,Unknown,520.8,Mid Value
15150,Unknown,5314.47,High Value
15152,Unknown,4745.69,High Value
15153,Unknown,329.25,Low Value
15154,Unknown,296.42,Low Value
15156,Unknown,961.49,Mid Value
15157,Unknown,1936.07,High Value
15158,Unknown,401.4,Mid Value
15159,Unknown,18641.01,High Value
15160,Unknown,158.16,Low Value
15163,Unknown,304.47,Low Value
15164,Unknown,843.05,Mid Value
15165,Unknown,487.75,Mid Value
15167,Unknown,163.0,Low Value
15168,Unknown,106.56,Low Value
15171,Unknown,1289.5,High Value
15172,Unknown,1624.05,High Value
15174,Unknown,135.75,Low Value
15175,Unknown,224.14,Low Value
15178,Unknown,40.5,Low Value
15179,Unknown,2206.95,High Value
15180,Unknown,87.5,Low Value
15181,Unknown,689.48,Mid Value
15182,Unknown,622.85,Mid Value
15184,Unknown,406.76,Mid Value
15185,Unknown,310.62,Low Value
15186,Unknown,411.41,Mid Value
15187,Unknown,4777.18,High Value
15189,Unknown,16225.39,High Value
15192,Unknown,1044.32,Mid Value
15193,Unknown,499.32,Mid Value
15194,Unknown,7616.53,High Value
15195,Unknown,3861.0,High Value
15197,Unknown,1079.61,Mid Value
15198,Unknown,193.64,Low Value
15199,Unknown,1268.7,High Value
15201,Unknown,1236.54,High Value
15203,Unknown,1827.8,High Value
15204,Unknown,316.58,Low Value
15205,Unknown,653.24,Mid Value
15206,Unknown,420.3,Mid Value
15208,Unknown,870.12,Mid Value
15210,Unknown,331.18,Low Value
15211,Unknown,894.41,Mid Value
15212,Unknown,101.8,Low Value
15213,Unknown,328.35,Low Value
15214,Unknown,1661.44,High Value
15215,Unknown,734.94,Mid Value
15216,Unknown,96.6,Low Value
15218,Unknown,5756.89,High Value
15219,Unknown,305.75,Low Value
15220,Unknown,1778.96,High Value
15221,Unknown,403.25,Mid Value
15222,Unknown,585.0,Mid Value
15223,Unknown,755.75,Mid Value
15224,Unknown,322.08,Low Value
15225,Unknown,409.4,Mid Value
15226,Unknown,154.41,Low Value
15227,Unknown,1219.4,High Value
15228,Unknown,3386.71,High Value
15230,Unknown,429.6,Mid Value
15232,Unknown,612.06,Mid Value
15234,Unknown,197.0,Low Value
15235,Unknown,2247.51,High Value
15236,Unknown,321.05,Low Value
15237,Unknown,1412.32,High Value
15238,Unknown,1071.99,Mid Value
15239,Unknown,780.59,Mid Value
15240,Unknown,1706.57,High Value
15241,Unknown,1756.44,High Value
15243,Unknown,316.68,Low Value
15244,Unknown,631.57,Mid Value
15245,Unknown,2515.84,High Value
15246,Unknown,514.15,Mid Value
15247,Unknown,356.0,Low Value
15249,Unknown,6688.46,High Value
15251,Unknown,10484.99,High Value
15252,Unknown,740.78,Mid Value
15253,Unknown,918.2,Mid Value
15254,Unknown,300.36,Low Value
15255,Unknown,890.85,Mid Value
15256,Unknown,98.45,Low Value
15257,Unknown,317.15,Low Value
15258,Unknown,623.16,Mid Value
15260,Unknown,1810.77,High Value
15261,Unknown,254.82,Low Value
15262,Unknown,178.95,Low Value
15263,Unknown,156.51,Low Value
15264,Unknown,393.74,Mid Value
15265,Unknown,1506.12,High Value
15266,Unknown,119.3,Low Value
15267,Unknown,1717.36,High Value
15269,Unknown,408.8,Mid Value
15270,Unknown,2379.49,High Value
15271,Unknown,2507.07,High Value
15272,Unknown,721.94,Mid Value
15274,Unknown,716.57,Mid Value
15275,Unknown,615.14,Mid Value
15276,Unknown,135.31,Low Value
15277,Unknown,255.9,Low Value
15279,Unknown,290.51,Low Value
15280,Unknown,113.12,Low Value
15281,Unknown,2332.15,High Value
15286,Unknown,240.55,Low Value
15287,Unknown,486.69,Mid Value
15288,Unknown,2306.52,High Value
15289,Unknown,939.78,Mid Value
15290,Unknown,7943.22,High Value
15291,Unknown,4668.3,High Value
15292,Unknown,180.94,Low Value
15296,Unknown,3672.86,High Value
15297,Unknown,641.94,Mid Value
15298,Unknown,4799.9,High Value
15299,Unknown,4507.01,High Value
15300,Unknown,496.44,Mid Value
15301,Unknown,5070.35,High Value
15303,Unknown,574.02,Mid Value
15304,Unknown,694.4,Mid Value
15306,Unknown,1174.35,Mid Value
15307,Unknown,205.3,Low Value
15308,Unknown,310.47,Low Value
15311,Unknown,60767.9,High Value
15312,Unknown,924.85,Mid Value
15313,Unknown,52.0,Low Value
15314,Unknown,327.97,Low Value
15315,Unknown,570.5,Mid Value
15316,Unknown,165.0,Low Value
15318,Unknown,312.62,Low Value
15319,Unknown,204.5,Low Value
15320,Unknown,267.13,Low Value
15321,Unknown,2748.31,High Value
15322,Unknown,679.68,Mid Value
15325,Unknown,162.29,Low Value
15326,Unknown,311.71,Low Value
15327,Unknown,208.75,Low Value
15329,Unknown,1049.7,Mid Value
15330,Unknown,714.96,Mid Value
15332,Unknown,1661.06,High Value
15333,Unknown,1028.56,Mid Value
15334,Unknown,351.67,Low Value
15335,Unknown,173.97,Low Value
15339,Unknown,574.07,Mid Value
15341,Unknown,2020.52,High Value
15342,Unknown,406.09,Mid Value
15343,Unknown,364.5,Low Value
15344,Unknown,563.94,Mid Value
15345,Unknown,393.54,Mid Value
15346,Unknown,252.42,Low Value
15347,Unknown,201.6,Low Value
15348,Unknown,158.04,Low Value
15349,Unknown,473.81,Mid Value
15350,Unknown,115.65,Low Value
15351,Unknown,1960.11,High Value
15353,Unknown,777.02,Mid Value
15355,Unknown,277.05,Low Value
15356,Unknown,2766.5,High Value
15358,Unknown,8347.2,High Value
15360,Unknown,427.93,Mid Value
15361,Unknown,418.92,Mid Value
15363,Unknown,326.0,Low Value
15364,Unknown,913.19,Mid Value
15365,Unknown,2314.32,High Value
15366,Unknown,602.51,Mid Value
15367,Unknown,1877.59,High Value
15368,Unknown,446.94,Mid Value
15370,Unknown,2386.05,High Value
15372,Unknown,2007.4,High Value
15373,Unknown,2415.91,High Value
15374,Unknown,168.0,Low Value
15376,Unknown,1233.36,High Value
15379,Unknown,3703.29,High Value
15380,Unknown,1690.26,High Value
15381,Unknown,596.85,Mid Value
15382,Unknown,5955.71,High Value
15384,Unknown,642.41,Mid Value
15385,Unknown,316.88,Low Value
15386,Unknown,394.14,Mid Value
15388,Unknown,140.54,Low Value
15389,Unknown,500.0,Mid Value
15392,Unknown,1535.53,High Value
15393,Unknown,231.86,Low Value
15394,Unknown,2183.54,High Value
15395,Unknown,107.45,Low Value
15396,Unknown,288.18,Low Value
15397,Unknown,94.0,Low Value
15398,Unknown,1345.53,High Value
15399,Unknown,815.77,Mid Value
15400,Unknown,716.2,Mid Value
15402,Unknown,626.77,Mid Value
15405,Unknown,349.1,Low Value
15406,Unknown,510.71,Mid Value
15407,Unknown,1056.44,Mid Value
15408,Unknown,267.18,Low Value
15410,Unknown,3450.84,High Value
15411,Unknown,1358.88,High Value
15412,Unknown,190.53,Low Value
15414,Unknown,774.9,Mid Value
15415,Unknown,572.81,Mid Value
15416,Unknown,3984.32,High Value
15417,Unknown,508.8,Mid Value
15419,Unknown,135.86,Low Value
15421,Unknown,950.36,Mid Value
15422,Unknown,97.7,Low Value
15423,Unknown,43.5,Low Value
15424,Unknown,383.34,Low Value
15426,Unknown,1447.39,High Value
15427,Unknown,1483.14,High Value
15428,Unknown,93.78,Low Value
15429,Unknown,397.35,Mid Value
15432,Unknown,171.19,Low Value
15433,Unknown,533.3,Mid Value
15434,Unknown,1041.48,Mid Value
15435,Unknown,149.29,Low Value
15436,Unknown,1122.53,Mid Value
15437,Unknown,200.16,Low Value
15438,Unknown,156.58,Low Value
15440,Unknown,383.68,Low Value
15442,Unknown,594.0,Mid Value
15443,Unknown,3236.91,High Value
15444,Unknown,1418.26,High Value
15445,Unknown,113.5,Low Value
15447,Unknown,155.17,Low Value
15448,Unknown,494.64,Mid Value
15449,Unknown,974.52,Mid Value
15450,Unknown,429.84,Mid Value
15452,Unknown,538.73,Mid Value
15453,Unknown,1388.37,High Value
15454,Unknown,179.1,Low Value
15456,Unknown,447.22,Mid Value
15457,Unknown,237.07,Low Value
15458,Unknown,161.64,Low Value
15460,Unknown,216.76,Low Value
15462,Unknown,234.6,Low Value
15463,Unknown,126.14,Low Value
15464,Unknown,1048.85,Mid Value
15465,Unknown,7354.62,High Value
15466,Unknown,334.53,Low Value
15467,Unknown,524.88,Mid Value
15468,Unknown,467.51,Mid Value
15469,Unknown,538.55,Mid Value
15471,Unknown,469.48,Mid Value
15472,Unknown,371.56,Low Value
15473,Unknown,1771.2,High Value
15475,Unknown,454.11,Mid Value
15478,Unknown,1441.42,High Value
15480,Unknown,905.5,Mid Value
15482,Unknown,11054.96,High Value
15483,Unknown,233.81,Low Value
15484,Unknown,3594.31,High Value
15485,Unknown,2575.0,High Value
15488,Unknown,91.32,Low Value
15489,Unknown,1134.28,Mid Value
15491,Unknown,3100.09,High Value
15492,Unknown,659.46,Mid Value
15493,Unknown,2001.8,High Value
15494,Unknown,1299.23,High Value
15497,Unknown,1262.2,High Value
15498,Unknown,13316.4,High Value
15500,Unknown,1131.56,Mid Value
15502,Unknown,10384.93,High Value
15503,Unknown,147.09,Low Value
15504,Unknown,52.83,Low Value
15505,Unknown,3610.96,High Value
15506,Unknown,979.26,Mid Value
15507,Unknown,492.36,Mid Value
15508,Unknown,1000.27,Mid Value
15510,Unknown,250.0,Low Value
15511,Unknown,909.23,Mid Value
15512,Unknown,121.0,Low Value
15513,Unknown,14758.22,High Value
15514,Unknown,4139.46,High Value
15516,Unknown,62.43,Low Value
15517,Unknown,267.03,Low Value
15518,Unknown,1942.45,High Value
15520,Unknown,343.5,Low Value
15521,Unknown,3000.2,High Value
15522,Unknown,398.84,Mid Value
15523,Unknown,412.01,Mid Value
15524,Unknown,440.0,Mid Value
15525,Unknown,825.92,Mid Value
15526,Unknown,148.44,Low Value
15527,Unknown,2429.78,High Value
15528,Unknown,229.33,Low Value
15529,Unknown,3995.23,High Value
15530,Unknown,1502.35,High Value
15531,Unknown,2007.44,High Value
15532,Unknown,1580.93,High Value
15533,Unknown,807.57,Mid Value
15535,Unknown,536.4,Mid Value
15537,Unknown,110.92,Low Value
15539,Unknown,538.46,Mid Value
15540,Unknown,213.3,Low Value
15541,Unknown,85.13,Low Value
15543,Unknown,127.86,Low Value
15544,Unknown,3546.71,High Value
15545,Unknown,292.72,Low Value
15547,Unknown,4954.84,High Value
15549,Unknown,1693.26,High Value
15550,Unknown,575.63,Mid Value
15551,Unknown,436.06,Mid Value
15552,Unknown,90.12,Low Value
15553,Unknown,437.23,Mid Value
15554,Unknown,217.2,Low Value
15555,Unknown,4805.17,High Value
15556,Unknown,279.77,Low Value
15557,Unknown,473.65,Mid Value
15561,Unknown,800.59,Mid Value
15562,Unknown,134.55,Low Value
15563,Unknown,1400.44,High Value
15565,Unknown,173.16,Low Value
15567,Unknown,186.01,Low Value
15568,Unknown,758.29,Mid Value
15569,Unknown,1375.71,High Value
15570,Unknown,4165.52,High Value
15571,Unknown,650.43,Mid Value
15572,Unknown,2552.86,High Value
15573,Unknown,607.45,Mid Value
15574,Unknown,702.25,Mid Value
15576,Unknown,940.67,Mid Value
15577,Unknown,258.88,Low Value
15578,Unknown,127.1,Low Value
15579,Unknown,348.6,Low Value
15581,Unknown,3679.97,High Value
15582,Unknown,682.91,Mid Value
15584,Unknown,725.11,Mid Value
15585,Unknown,455.3,Mid Value
15587,Unknown,913.68,Mid Value
15589,Unknown,478.53,Mid Value
15592,Unknown,388.58,Low Value
15593,Unknown,199.8,Low Value
15594,Unknown,1771.78,High Value
15596,Unknown,1406.59,High Value
15597,Unknown,324.57,Low Value
15598,Unknown,240.68,Low Value
15599,Unknown,761.74,Mid Value
15601,Unknown,6776.56,High Value
15602,Unknown,1297.87,High Value
15603,Unknown,48.48,Low Value
15604,Unknown,216.39,Low Value
15605,Unknown,1198.23,High Value
15606,Unknown,2920.16,High Value
15607,Unknown,104.76,Low Value
15608,Unknown,1093.68,Mid Value
15609,Unknown,298.48,Low Value
15610,Unknown,112.46,Low Value
15611,Unknown,1591.45,High Value
15612,Unknown,195.15,Low Value
15615,Unknown,10399.74,High Value
15618,Unknown,776.85,Mid Value
15619,Unknown,336.4,Low Value
15620,Unknown,1553.18,High Value
15621,Unknown,1293.03,High Value
15622,Unknown,3709.56,High Value
15623,Unknown,301.03,Low Value
15624,Unknown,588.13,Mid Value
15625,Unknown,1534.26,High Value
